FLDnotSvA_01.bed	SnotVFA_01.bed	VandA_01.bed	VandSFnotA_01.bed	VnotSFA_01.bed
organ of Corti degeneration	39.8118462984722	11.1281737028529	14.4389087283867	11.0280338557967	1.85252230192447
absent organ of Corti	7.41834310909154	9.56353792523911	0.636240502660804	2.92451124235637	0.149021997575298
abnormal hair cell morphology	144.120911200074	84.3926480510696	23.8231821808746	62.0663392120064	2.85845901634232
abnormal sulcus ampullaris morphology	0	6.9853620345243	1.36536879611729	0.683368967757978	0.10633402530044
abnormal stria vascularis morphology	24.9966865366383	20.6889116663682	7.61822686769948	11.075168987565	1.01380865280556
abnormal middle ear morphology	11.2348510082984	124.627447816705	12.0901560328295	33.2865641430916	0.672124727802858
delayed bone ossification	117.372969104086	121.715918073083	29.8450360651017	46.8221133771933	0.703616284351483
fragile skeleton	60.0743558455374	20.4917307797503	10.6071394169253	25.3931952689576	0.865399807603907
increased bone mineral density	63.6572394752696	31.013865670034	48.2611444231848	40.4465778229859	2.68085033060134
decreased bone mineral density	179.545466705754	114.152649442076	72.4785545585743	118.664843579873	3.42409234953388
failure of secondary bone resorption	9.86520051504281	9.350660001284	2.63033495389799	4.62838838185684	0.382548612113649
abnormal bone marrow cavity morphology	50.8271781294558	23.6725485425631	26.6245455812998	47.0334638607282	0.272642461155163
osteoporosis	31.4812105937334	34.2259085635855	34.729682669545	23.4271344447203	3.14277325779024
osteopetrosis	37.3997469490022	24.3756609503261	45.9990192292135	47.2408121638124	1.75596568275097
kyphoscoliosis	26.8537391040252	6.37886187971169	8.76882604470006	28.0290363856232	0.270012630318611
axial skeleton hypoplasia	6.87860152753069	0.49272094122515	1.4357890367795	2.24887739773448	0.664383494284453
absent craniofacial bones	6.1218669429414	7.111457674667	7.5217822040652	3.69324426430809	0.97719539542788
abnormal neurocranium morphology	151.153825668166	232.579755984007	31.6728748122322	96.1235423720688	0.810674716857738
absent neurocranium	9.96813882387292	13.7008953582945	1.31583958945876	16.7412356138032	0.038594038934676
abnormal interparietal bone morphology	24.8284838907411	52.037978728439	1.90571373160708	10.2832833501987	0.0161052427826785
abnormal supraoccipital bone morphology	31.1761667108774	44.7971521298553	6.21763246608234	15.9711090825734	0.0998157614976994
abnormal basioccipital bone morphology	46.0054241676852	40.311746961723	6.4083153592702	25.6096979120877	0.0193471036529312
abnormal exoccipital bone morphology	47.7181524796243	11.7936546494982	6.97840560258339	23.0398139040439	0
premature suture closure	0	69.2589297536689	6.46737631489602	6.16802732814324	0.504534164881625
overlapping parietal bones	0	5.37912151706078	0	0.129483591429295	0.135406206522674
ectopic cranial bone growth	0.0624075222780367	1.78846163813656	0.185539814921062	4.11232769539489	0.311334091083193
abnormal fontanelle morphology	11.5146657975018	30.2017735683307	3.32506773013829	7.14488791930001	1.053037515067
large anterior fontanelle	6.09427923463204	7.38592493466632	2.15277182449131	1.80258726059595	0.767881659066319
absent mandible	0.166977641081823	38.2153959774625	2.44243973256753	2.28608504636994	0.157808467879474
short mandible	29.1633348218753	91.1860034020858	3.31398059602074	16.9615498739802	0.175089698965734
absent premaxilla	0	6.19523802766474	0	0.500337701330692	0.752806916437996
short premaxilla	7.32859346516491	11.5672798521773	0.940539302668113	12.5569792199525	0.266540985915775
short maxilla	0.366024205402881	41.529043342565	3.75686324030309	14.8920242985171	1.13822551722523
abnormal vomer bone morphology	2.75595409641058	1.82276782116757	0	4.38697706295964	0
absent vomer bone	11.577426444117	5.6399498640757	0.593967583270402	6.43999579362858	0.00589880106980355
abnormal ethmoidal bone morphology	9.79388866440306	1.11278371442928	2.48613207100711	6.70425921611306	0.167270538501365
absent ethmoidal bone	0.288312409181887	1.3025076205062	2.49896614525532	0.885738401175057	0.0290151486729674
abnormal nasal bone morphology	84.5431313380898	72.8714164596459	7.4868352544336	33.4635399903929	0.328107872227667
nasal bone hypoplasia	20.7675247931334	1.45269713385698	2.55967718258017	5.63562744743262	0.144408464790467
abnormal sphenoid bone morphology	27.26952244397	138.454384671238	11.3370564409689	39.7797773407675	0.512508819978058
impaired ossification of basisphenoid bone	0.138755743174673	1.07861321900042	0.217505429767646	3.05755020730775	0.34301139391611
abnormal basisphenoid bone morphology	17.5090576757547	112.750515901244	2.46698679514959	22.0638090701697	0.149630416857325
abnormal frontal bone morphology	57.4561796789235	71.1735228518565	5.53324471923919	40.4470282470939	0.0310256470230201
midline facial cleft	34.846122298512	23.197498929143	15.8467693144749	30.0023115627185	0
abnormal parietal bone morphology	74.1935046154589	55.0622890257293	5.69565914721535	34.6449496329765	0
cleft palate	111.806821679136	211.5410769234	33.1965810200305	77.4964998019739	2.1695395603288
cleft chin	0	8.09281931082666	0.550766946869909	0.0644121568173419	1.2264119931593
abnormal tooth development	9.57381686375494	51.2748791733172	4.61417181548674	15.9958303280695	0.535104402455363
absent tooth primordium	0	3.49183038261796	0.779203212107946	0.384844125707058	0.203095706231803
arrest of tooth development	0	7.87648948970139	0	0.106377726399126	0.0732558392121714
abnormal tooth eruption	15.7697435690387	24.1054794310323	26.8374723612155	22.9012151300715	0.331946655231953
malocclusion	60.1140503570614	37.3500716186253	14.4750908436515	19.095553876814	0
failure of tooth eruption	22.4624819488619	14.0975374185732	22.8624584505121	28.2205114924713	0.572296260176617
accelerated tooth eruption	0	0.828540503291362	3.37591374562548	0.299851604200683	0.456786097098248
absent teeth	0.424263110604006	41.3290414568287	5.95067827999989	7.59152805718703	0.247041736247188
absent incisors	7.27086189105726	51.5742505104212	7.35572288796496	16.619028023624	3.64501374746509
brittle teeth	0	4.26544992611974	0.428674924008618	0.255164336460214	0.157808467879474
degenerate molars	0	2.52418676997843	0.0645208809762274	0.200768785193267	0
growth retardation of molars	1.94979592835963	2.88096075956663	0.0083236629892141	0.213169859396018	0.0290151486729674
ameloblast degeneration	3.85477261368642	3.66427216152618	1.00871272767715	7.47327263944356	0
abnormal trabecular bone morphology	222.516472313646	113.455824334658	106.058458617199	157.052707897228	6.03183109980652
abnormal long bone epiphysis morphology	45.4695609221659	8.14976984795918	4.30939894553126	14.9989920249934	0.0774128188582773
thickened long bone epiphysis	7.56955432202182	0.0840750540281251	1.36486080986739	9.72313951772884	0.155697501771695
abnormal long bone metaphysis morphology	37.525782682674	26.4426170785472	11.2164277040738	33.4138786967725	0.70071106973734
abnormal compact bone thickness	74.3325469966486	69.0164813531154	27.2759883596962	56.8899414283367	2.80280598770674
decreased compact bone thickness	48.9945980664597	60.0927737173557	20.0003248230867	46.3664070785874	1.63719256933986
abnormal microglial cell morphology	153.237420761873	14.4140877451864	36.9855268943652	87.9666421374559	0.994696954055769
abnormal vertebrae morphology	Inf	254.031410373965	56.2940336532106	144.05121888556	0.643623894643223
absent vertebrae	0.179649941796785	3.53916719708666	0.244498175967056	0.0161654133671477	0.0262765485741676
absent vertebral pedicles	24.315239387596	4.95180984651364	0.0923852021812216	1.89765244703565	0.218301768826686
abnormal vertebral body morphology	54.8376412331054	53.7487106949994	4.47691773409144	13.4372415982369	0
abnormal scapula morphology	12.4881772286257	63.5265775073541	1.96513624866212	6.062447608139	0.495503595113925
abnormal rib morphology	238.8552467152	108.257007783504	60.3997278586829	103.881729308831	1.89364670339257
absent ribs	3.24136896496817	12.1298614189255	0.224135781362326	0.279167373686095	0.241672973250157
absent proximal rib	0.134668608120996	6.66630937823011	0	0.646320960401027	0.662243917323085
rib bifurcation	32.4102484672692	19.1004827020888	10.6497524925224	20.4593336544928	0.0670733850890839
rib fusion	69.2233090301313	67.4601361731929	19.9332782570295	37.2063711030629	0.839930866609654
asymmetric rib attachment	9.12296407184445	37.2983424112566	9.27685696693661	12.9424834549533	0.298448925093647
abnormal sternum morphology	188.028929576281	185.736681617271	32.2865255606708	84.6788960932384	1.51949500212395
absent sternum	1.68813376873687	22.3438931177536	0.441566015639371	2.23897411523206	0.580831858970298
abnormal xiphoid process morphology	21.7229416576727	82.7476374246766	2.42956021976776	15.3056789255126	0.288081554079572
kyphosis	264.880363613365	72.6473200445366	40.9809925591506	85.1915687453015	0.913050624689741
scoliosis	126.618018197895	17.8268372637766	21.3394340110163	44.4523656522406	0.120072371779988
lordosis	44.5100372599744	22.3779025180324	6.08225026251058	17.4161818675299	0.580492931386382
abnormal cartilage morphology	200.22353184117	Inf	73.3390732796631	172.410002578475	1.20039413632687
abnormal cartilage development	98.1591727365384	196.758225400387	44.3554915261145	74.089724727065	0.322682510709561
abnormal long bone hypertrophic chondrocyte zone	129.408127257803	138.200134864371	52.4023867406729	80.9730492075249	0.0915976764300488
abnormal chondrocyte morphology	54.3884282292594	113.828744049007	19.65673213569	39.3581740690932	1.83028401865303
decreased chondrocyte number	9.03201471718288	35.2269907800986	4.96612464653586	11.3424110059166	0.108843007272599
abnormal bone marrow development	7.8506681833155	7.24669369408838	9.4397500368135	10.4804589266423	2.17390374916913
abnormal bone marrow cell number	Inf	45.7811153820774	94.6122754292398	302.850743051999	1.53050302474575
absent bone marrow cell	37.4776381690055	5.58828960595597	15.544432351072	32.8932193567385	0.383927537014373
abnormal circulating cholesterol level	Inf	119.972422578457	111.444680796026	208.246075789394	3.76435021177143
abnormal circulating LDL cholesterol level	146.872567774916	36.5413546318391	26.1378578574601	64.8226254342246	1.24144854219592
increased circulating LDL cholesterol level	70.1670932359804	24.1659292110757	17.0491204096549	26.2182354439998	0.262948836741596
decreased circulating LDL cholesterol level	88.4517446934417	18.1683201972379	14.0696734289353	44.7853054407121	1.05318099566707
abnormal circulating HDL cholesterol level	81.6028501094335	61.7552200476063	45.833313983807	64.2745078745874	2.51526709358366
decreased circulating HDL cholesterol level	64.2121235721108	34.8157231972013	37.3796004451438	43.1116323389522	2.02038055279221
abnormal triglyceride level	Inf	152.22836157597	129.732674991211	267.079969135184	2.5882049971972
abnormal circulating glucose level	Inf	171.292043372307	181.888935766312	273.670825184868	6.21061516952936
hypoglycemia	156.037756202293	74.0438114884078	37.4773649802387	65.2061535746884	1.83383699103328
abnormal mineral level	Inf	72.5798420530598	93.037657996288	201.016874869244	1.23213642223372
increased circulating calcium level	28.9443113791478	15.487201861021	16.9755772449669	32.4178399206298	1.09461456362811
decreased circulating calcium level	33.5395329488935	17.7046140062672	15.9808901685492	30.3559588195262	0.865173770183406
decreased circulating phosphate level	19.4939218249672	15.6817581724475	5.52871829950904	14.2224183369224	0.708835291350369
abnormal circulating serum albumin level	116.435130834035	14.9125444469146	23.3832554797947	42.9629905216437	1.59986753123761
abnormal circulating alkaline phosphatase level	127.113006663421	61.1193597271923	44.6638211001728	72.2947824920593	2.51744653336608
abnormal circulating aspartate transaminase level	178.327278801028	58.7944695200424	38.0435271620949	84.5873010761057	0.582081146631664
decreased hematocrit	Inf	54.6013224595889	79.0017965487918	245.917851271496	0.880931989201535
absent erythrocytes	32.3791741230524	0.324282741081674	2.13235744849531	15.0037542739372	0.359101241165863
absent erythroid progenitor cell	17.372261455584	0.164193175232543	2.65409598328869	10.5780678184849	0.288759234959498
abnormal leukocyte cell number	Inf	306.503741622081	Inf	Inf	45.4027527410276
increased leukocyte cell number	Inf	187.982064169503	Inf	Inf	39.2415248024603
increased neutrophil cell number	Inf	43.0877409124623	136.195579188463	Inf	2.90262778268444
increased monocyte cell number	213.572712049189	17.7641149734541	81.9527192557669	190.800492295935	3.18418102558671
decreased leukocyte cell number	Inf	211.308266332985	Inf	Inf	30.3006407970337
decreased neutrophil cell number	176.193616052617	19.4254191892709	55.3796105979163	148.080146225613	2.79652000255293
decreased monocyte cell number	89.9443116537793	11.2977861661979	56.7302475686425	99.6556917134581	1.04113214686721
abnormal mean corpuscular volume	Inf	11.2151116981873	36.2591116220366	213.305286048216	0.746616172225406
abnormal thrombopoiesis	Inf	40.2616517148928	135.833842456631	Inf	4.64614966378788
abnormal megakaryocyte differentiation	98.0466889661745	2.88105447928627	25.4571488415359	93.1627577056381	0.195671584034499
abnormal systemic arterial blood pressure	141.368719544279	119.402088160135	63.3957876162983	95.0142598561494	3.19580327168404
hypertension	59.088758399815	30.347343911655	7.29061133370619	20.8708108951402	0.728383686125871
abnormal blood flow velocity	15.0844452070829	32.9928139073344	15.7944017255556	27.016219135183	0.23697529985999
absent pre-B cells	40.616318274627	0.0290612015514558	4.62840046505457	37.1758241612811	0.265614256628389
absent common myeloid progenitor cells	33.1667345123997	9.20471173159188	16.3626914503386	32.3006334934481	0.297632028234675
extramedullary hematopoiesis	Inf	21.1194410491629	143.65683588792	Inf	1.2586890522741
impaired fertilization	35.9087381229596	1.09077631251586	6.92524004206624	16.5020014113056	0.093634139423053
myoclonus	27.6030657045142	33.9804518316023	15.4493628607868	14.5808692293886	0.734267027687846
abnormal erythropoiesis	Inf	127.15427314052	282.053552352818	Inf	2.21213110815376
macrocytosis	85.2697559803712	1.50689302690043	8.36492874088423	73.3810053335092	0.289519144787209
abnormal blood vessel physiology	Inf	141.236183884882	179.126565422893	267.222056590423	2.53972252243753
abnormal vasoconstriction	22.4318670607296	17.5325919090691	12.5590889687207	16.9371529414224	0.0253293054134974
vasculature congestion	61.8991801111271	40.3750077454892	27.3238310924682	33.2078503743794	1.14580928821628
echinocytosis	18.339451742304	6.59452823121752	17.7123974457401	15.920489509335	0
abnormal vascular development	Inf	Inf	216.036412005428	Inf	10.130371017552
abnormal angiogenesis	Inf	266.657374117935	175.281159088161	Inf	8.94423908553558
poor arterial differentiation	3.78531102078752	6.98131746293201	5.24327435789365	15.2510279262531	1.93143344898733
absent organized vascular network	2.77156568875848	3.20517748082009	2.04074793590251	1.84370093255303	0.953946136722575
failure of vascular branching	24.7926531138197	2.00818311200699	9.71380067543594	5.45134890923696	4.54876285003058
atretic vasculature	15.7309336415767	0.0343350086805473	2.8986386175687	9.03893503312412	0
abnormal heart morphology	Inf	Inf	269.716040659709	Inf	13.8520231229165
abnormal heart development	Inf	231.459734246824	96.7690618669717	238.759673150879	1.46394956839631
abnormal heart looping	130.538210291609	57.3773899332241	27.5727592086473	94.1878959793655	1.42417838792166
abnormal heart tube morphology	84.9936232752676	92.3679059592009	10.1704661740863	28.3793755295106	0.37063184389711
abnormal aorta morphology	142.482033053473	139.35977574915	56.804853738715	117.642348545454	3.49420723317719
overriding aortic valve	70.4897697684818	49.6769077850558	19.0228494115986	32.3299340990624	0
enlarged heart	Inf	268.004102966768	94.0979936350321	216.652813582289	2.78547854361252
heart hyperplasia	24.9063860625118	14.523800265912	19.8971027999719	27.0055283161697	0.0652835256987768
heart right ventricle hypertrophy	38.5452032384368	27.5111052032126	6.43153810322081	9.42806459974684	0
abnormal heart shape	43.4628919119452	8.5879103512286	2.16850066075542	11.7393522069601	0
abnormal myocardial fiber morphology	270.511054677725	146.215907762696	43.6000340544603	151.829840954628	1.4605542324794
ventricular hypoplasia	65.569960020108	42.6524821650956	7.36277305193681	24.042283287678	0.0113834728452414
thin ventricular wall	153.766702525032	79.3213440895287	39.0636498520784	82.041905637403	2.10047977872677
abnormal interventricular septum morphology	Inf	205.382214173692	79.4817987466143	176.838710369531	0.779400296772678
abnormal interatrial septum morphology	73.9798146538733	56.4411448769232	3.88183525199989	23.3118526009983	0.0349236403511039
double outlet right ventricle	102.115436200429	68.8104726455911	24.6575599035994	51.134223544596	0.241672973250157
abnormal heart valve morphology	173.361997622797	111.606654242283	29.6329580489344	58.0835472526488	0.787133015260854
abnormal mitral valve morphology	17.8559480484129	61.3019383347082	5.90218521697471	12.5762664870136	0.86195436727956
heart valve hypoplasia	0	7.22163363844928	0	0.339482306326638	0.157808467879474
abnormal pericardium morphology	Inf	142.348352599489	115.931685471957	268.759421291516	5.37622363353018
enlarged pericardium	60.0893435133439	32.1322888368525	33.4751276223066	61.426897824571	1.77371781616648
distended pericardium	203.360785600285	18.968444760612	28.6616367150641	89.7020664847138	1.84822721506476
absent myocardial trabeculae	39.8692181525187	9.67376622305353	5.64433898653447	16.4656168578758	0.265989586454467
trabecula carnea hypoplasia	136.532482076492	35.3950208840442	30.3513542275963	61.6147384041239	0.344020502623145
absent trabeculae carneae	14.1666392515402	9.5844557904025	1.46006671825055	3.05446449083909	0.163277903186616
abnormal atrioventricular cushion morphology	68.8070963721142	62.2084196763275	40.5973612811523	44.0530682116856	0.610712807403231
absent atrioventricular cushions	40.3308609783935	11.6270427321635	13.7394601320353	12.7949225560441	2.03663432992269
failure of atrioventricular cushion closure	14.5152291445164	8.01982053847292	6.92687515424352	4.41762975911927	0.0730479905894804
thin atrioventricular cushion	6.92382878075598	0.967088786182248	0.424931667895178	2.18045184538244	0
decreased atrioventricular cushion size	12.0628557716159	25.7727639897965	5.11322395600802	13.1440432265405	0.0494285040273978
abnormal cardiac stroke volume	40.6140518318188	6.84602550352587	0.979831647566625	12.5135592120119	0
abnormal cell death	Inf	Inf	Inf	Inf	9.22886316210429
schistocytosis	15.5861857789046	0.149077728850201	3.43580828327624	11.7440200170329	0.249644500159477
hemoglobinuria	17.3337598503892	8.0982990649599	5.89466248086	4.04811077237429	0
cellular necrosis	4.09731393933259	1.64320954263628	1.37926117193267	2.96911429256839	0.0207807179759165
increased bone marrow cell number	111.890464826085	8.20985535492479	16.275268824648	95.7399636125939	0.457656171646389
increased granulocyte number	Inf	41.6297758143693	229.842750504627	Inf	6.18293086329617
increased mast cell number	24.2468550208246	2.32672429004834	18.0023090253012	5.88505505661941	1.42102429717814
hemosiderinuria	4.83491888004267	0	0.909328902199567	0.56761945047336	0
increased enterocyte cell number	5.52859656832129	5.50783251848773	2.19481108379413	3.80549002242338	0.053144976123374
hemoglobinemia	13.950836975709	0.0106280064413254	0.836832499926308	2.51559728302246	0
decreased bone marrow cell number	294.028007883662	45.8476794823956	69.6292494712613	198.968141327442	1.42417838792166
decreased granulocyte number	322.050942838012	34.870553878332	115.560364610922	293.371966724638	1.70102121251879
decreased mast cell number	51.5010820621257	3.57357403678687	21.6834146171094	43.544470770156	0.770022664977019
decreased enterocyte cell number	16.2667261883116	11.4263202565659	5.44433594650767	3.56684906066856	0
abnormal bile color	8.83261079262236	2.35782910612355	0.00651974795063026	0.27963901098376	0.0139978921709001
altered response to myocardial infarction	111.78355757543	35.9887676382238	60.675427780468	89.8761992792672	2.1854052320509
absent Cajal-Retzius cell	38.0479069675385	8.24645602203747	0	5.13625736073853	0
broad head	17.5282669264594	13.6375981857282	3.47023330194806	2.1790202878865	1.30519923935541
abnormal aerobic fitness	13.2801271015282	4.82702764796333	0.816386909246306	3.9413771956806	0.249644500159477
abnormal cell proliferation	Inf	290.73604638952	245.221764594214	Inf	3.36802155040136
increased cell proliferation	Inf	83.2751115870933	103.010178552862	248.728391273561	0.949847510590058
decreased cell proliferation	Inf	140.50873295771	122.638946133314	Inf	1.40629894123172
abnormal cell morphology	Inf	76.5101653488819	102.255720371624	Inf	1.77777175403564
abnormal mast cell morphology	86.9353629967832	6.83478350073339	44.2480413484608	76.7377246229703	1.09986979771071
decreased mast cell protease storage	16.5084041334046	0.695240736764071	1.96925356684781	4.54600887065767	0.0627645060108832
decreased mast cell histamine storage	21.7748751649159	1.42793389378472	4.4313334319968	17.8895160291767	0
abnormal vascular regression	22.1631159341833	40.7691246074898	12.5505980544123	8.48181643278019	3.02482866171392
abnormal coat/ hair morphology	Inf	191.337993851076	127.029837463598	260.406300981273	7.94486181219944
diluted coat color	51.9763653130838	44.493553748663	22.3744904514207	37.1394828799656	1.81554244914717
irregular coat pigmentation	0.0369066343026414	3.73959461275315	3.20390907135627	1.05581467535801	1.17957162362127
belly spot	14.3652386983077	17.0832515921726	9.88801417580915	13.1664080728382	2.58266297018153
folliculitis	1.88631737758811	0.0156306191632198	2.65166116250355	1.23802833031776	0.399140260762001
abnormal hair follicle morphology	318.305351955882	94.5087097394729	65.8326962769154	124.085654918761	0.964289247637109
absent hair follicles	4.8270304932861	5.58015295085251	0.356678828867974	0.0179917934969277	0.017653140895175
decreased hair follicle number	94.172596985992	57.3699945883214	23.5895150001429	38.8406873686162	1.18264928655438
small hair follicles	57.3214621942078	4.96951573799339	6.65375666753973	9.37539393544542	0.339105790164945
enlarged hair follicles	6.34441443367228	1.47672405359442	3.03015416573322	6.39434376146566	0.0202834896848086
underdeveloped hair follicles	72.2402816844985	7.05029205561849	23.0468178217061	34.7960723850426	1.07504118834586
abnormal hair follicle orientation	23.2285707417117	32.8428855020893	7.77181287552788	16.9623014434707	0.0524933060716577
distorted hair follicle pattern	16.8351402732652	8.42367142304011	4.5838819936573	7.25494220077219	0
distended hair follicles	2.3883776805762	2.57131748113799	0.862816055889267	1.63702870843741	0
disorganized inner root sheath cells	14.7708282819634	3.53661185565372	1.87917215632325	5.89081882103362	0
absent hair follicle inner root sheath	21.2945393852487	1.29304182281856	0.52573377554287	12.4685831360041	0
disorganized outer root sheath cells	26.7417067958542	1.42817515923485	5.00414548834615	7.30003763690942	0.0941843853614152
accelerated hair follicle regression	4.07572626661676	4.15691568461014	1.83210421592184	5.91928854703185	0.807967386200836
absent hair follicle melanin granules	0.823875282534928	3.54368553849697	6.26027552083274	6.62442242108381	1.41586394380545
increased curvature of hairs	11.7997452782209	3.89785990437043	3.99900508336128	3.74884428130457	0.358667983829616
abnormal guard hair morphology	2.02932710147245	28.5762366971958	3.93377262130844	4.05298183290354	0.265220514418496
splitting of guard hairs	10.7581239867397	0.783721774489441	0.136602420924927	0.488979483902657	0
increased curvature of guard hairs	0.00500280984985978	16.814616818508	3.0612228399329	0.867339929025962	0.0295792105123133
abnormal awl hair morphology	14.8231743063355	19.491034980129	3.92081661582419	7.02329239771697	0.228826467582429
increased curvature of awl hairs	0.848599493658267	7.3510391039173	3.23966366766384	2.24893779462372	0.120072371779988
abnormal zigzag hair morphology	35.6849556248306	25.4934077590045	11.3737783852172	15.4118527256374	0.598646537251392
increased curvature of zigzag hairs	1.81338703294516	6.65441741103845	2.99057566764859	4.79844941059971	0.102085771739728
decreased curvature of zigzag hairs	30.5032935154458	0.0375239878655873	2.74222332537789	6.31669243285239	0.091760451690586
abnormal auchene hair morphology	31.3940992400375	12.4950643517876	10.6406739487709	9.90345836131751	0.0893207813835944
increased curvature of auchene hairs	16.0601141069928	2.66798349745456	5.45877074305335	6.20712815087695	0.157808467879474
waved hair	24.0785293792063	15.9012073697446	5.0561322942974	12.4606457558006	1.4819154980916
excessive hair	3.98649543709451	5.51206078516816	0.0870762341221806	2.33865603731116	0.0531988983814531
polyphalangy	8.48987676548749	19.6584756509593	4.94113008936584	5.16951509064911	0.03580785073375
alopecia	110.156553055633	80.8158795335299	23.76909984456	61.5330411327281	0.714917254176651
sparse hair	172.510784260048	19.6490947237695	29.777960640301	96.144902667017	0
short hair	19.6870468544843	9.96243307601572	10.2824463287722	9.62154211602293	0.186767691853363
focal hair loss	38.624531220395	7.09004924481796	8.06115450725945	12.2961517054338	1.46479351562793
ruffled hair	42.1559647815824	9.88557890771408	17.5911000994871	32.1873927029469	1.2616739328529
mottled coat	0.468254777864884	0.0410027285826728	2.07463036396252	0	0.520689658533483
delayed hair appearance	41.1238264072641	30.5092847890376	5.80887709348295	9.97524462868236	0.100873260919003
delayed hair regrowth	8.85233592872353	4.44420313556653	3.51012296830659	1.10486638344604	0.364587530890617
retarded hair growth	2.21539510151282	9.5086743269898	2.63085074001897	5.49503727091631	1.06797621336219
loss of eyelid cilia	0	8.21896955468742	0.182077027128645	0.245385181022367	0.307578282922271
abnormal hair cycle	50.609348597848	57.6211661341712	24.303386677456	36.4894563749696	0.692377500844057
abnormal craniofacial morphology	Inf	Inf	228.211712008629	Inf	6.18063858257054
absent maxillary shelf	0.591000078873045	57.6383201625061	1.43102987124224	5.00369356533135	1.21901177685959
absent palatine shelf	0.301544280923186	16.4542094502878	1.9665496324494	5.34346441035565	1.29020428718232
abnormal head morphology	Inf	Inf	143.442230785503	Inf	2.54537466784105
microcephaly	54.7955021290052	29.4442127870294	13.3114209306823	42.615919908224	0.0517414663937518
megacephaly	25.6099167467594	8.93127364991571	0.687220973621248	7.17561932582866	0
shortened head	15.0280645330886	62.2694679063593	2.67540501371799	7.68036496027907	0.494034722475354
abnormal head movements	35.6606518101825	40.2009949754133	14.5042858186051	16.84842510425	1.98071875935489
abnormal cranium morphology	Inf	Inf	95.1119226475883	182.748994260996	2.81676307779267
enlarged cranium	3.24859742611345	6.86820687405201	1.86965294677967	0.6601435283464	0
domed cranium	135.442230057833	58.9758795914424	20.2648421902156	42.999152385372	0.152400964285625
increased cranium width	32.1937455901317	10.6527527315578	0.352654797702911	14.7630518286239	0.500777887394784
abnormal snout morphology	130.138715079045	179.98276318892	42.0620989733029	69.3950918541148	0.908989042677577
short snout	126.642438661851	98.0655285796608	24.8964775957737	51.5721727933985	0.387435646662331
long snout	4.55156541035699	7.56837990823708	3.25115291871968	2.1458365123469	0
flattened snout	3.25806360650313	4.55567169673188	5.12121002185109	1.61264040456337	0.622710492676641
pointed snout	1.21269301366614	35.3061623812382	0.80600284592302	1.2505925532317	1.92407007161496
broad nasal bridge	3.89870148266086	3.16322276313775	2.92424423157335	0.571639998788264	0.282754334596601
abnormal mouth morphology	258.317685886723	Inf	82.0205155350304	179.01494173252	3.85402644288037
